,0.1,0.3,0.5,0.7,1.0
2,49.0,17.0,11.0,1.0,0.0
5,31.0,29.0,3.0,4.0,1.0
10,35.0,21.0,4.0,8.0,14.0
25,17.0,17.0,11.0,14.0,9.0
50,34.0,22.0,12.0,14.0,14.0
75,39.0,27.0,17.0,15.0,23.0
