,0.1,0.3,0.5,0.7,1.0
2,1.0,100.0,100.0,100.0,38.0
5,3.0,100.0,100.0,55.0,2.0
10,4.0,100.0,1.0,1.0,2.0
25,4.0,100.0,1.0,1.0,4.0
50,3.0,19.0,2.0,100.0,11.0
75,2.0,14.0,2.0,6.0,14.0
