,0.1,0.3,0.5,0.7,1.0
2,100.0,100.0,100.0,100.0,1.0
5,100.0,100.0,1.0,2.0,3.0
10,100.0,100.0,2.0,7.0,6.0
25,100.0,4.0,15.0,7.0,40.0
50,100.0,4.0,16.0,11.0,40.0
75,9.0,10.0,27.0,21.0,34.0
