,0.1,0.3,0.5,0.7,1.0
2,0.0,17.0,44.0,50.0,31.0
5,2.0,58.0,29.0,43.0,2.0
10,4.0,25.0,0.0,1.0,2.0
25,2.0,30.0,1.0,1.0,4.0
50,2.0,17.0,2.0,100.0,10.0
75,2.0,10.0,2.0,5.0,16.0
