,0.1,0.3,0.5,0.7,1.0
2,100.0,93.0,27.0,1.0,1.0
5,100.0,29.0,3.0,2.0,9.0
10,100.0,14.0,37.0,9.0,11.0
25,100.0,13.0,10.0,13.0,7.0
50,100.0,40.0,10.0,10.0,13.0
75,100.0,30.0,27.0,15.0,23.0
