,10,25,50
2,0.847127454864035,0.76679284827299,0.7187560530610041
5,0.9460664219056203,0.9543315439713658,0.9678522298664383
20,0.9903165291299094,0.9928034896293008,0.9893983171765288
50,0.9671702971720619,0.9795178342239301,1.0
