,10,25,50,75
2,7.666666666666667,10.333333333333334,16.333333333333332,17.666666666666668
10,1.0,1.0,2.6666666666666665,3.6666666666666665
20,1.0,1.0,1.0,1.6666666666666665
40,1.0,2.666666666666667,1.0,1.3333333333333333
60,1.0,1.0,1.0,1.3333333333333333
