,10,25,50,75
2,3859.6867625991918,2820.750378987822,2087.967756388297,1550.933731801566
10,19889.145465531823,19747.865941271633,21601.049839261454,20932.733329146602
20,39816.74716699697,45934.659473483414,42489.40834772477,42554.02455996984
40,79609.25291818097,120607.42460113962,78100.9645161634,88597.72785651634
60,119458.15402212832,118617.15004309235,117195.14967379994,126012.95877765579
