,10,25,50,75
2,0.8555035593618756,0.7758881620962843,0.7200713007114121,0.6936002870268276
10,1.0,1.0,0.994759250799272,0.9969575155893435
20,1.0,0.9957532663269357,1.0,0.999018694546166
40,1.0,0.9917118531428364,1.0,0.9978661635243354
60,1.0,1.0,1.0,0.9990001270934434
