,10,25,50
2,0.8472271867129615,0.7722204846118781,0.7184792467976429
5,0.9979551118107861,0.9905078208480834,0.9862183897140211
20,1.0,1.0,0.9988268735504722
50,1.0,0.9972455562863959,1.0
