,0,1,2,3,4,5,6,7,8,9,10
0,3858.3836803147415,3858.316133895068,3858.332833634501,3858.3473463628643,3858.3684281660876,3858.383680314743,3858.319901676653,3858.375267339846,3858.3600151911905,3858.3600151911905,3858.3600151911905
1,10195.537839210041,10196.022173341587,10196.390292474458,10199.168622332281,10198.866279272443,10198.86627927244,10198.900288830206,10198.900288830206,10198.883411510084,10198.883411510084,10198.883411510084
