,10,25,50
2,0.8265399077953587,0.7672305172881221,0.711878862372718
5,0.9979529807600838,0.9819170885943342,0.9782507335432749
20,1.0,1.0,0.9976375490648592
50,1.0,0.9942576458923547,1.0
