,10,25,50
2,0.8263705821405096,0.7680806682199229,0.7115057528287014
5,0.9979529807600838,0.9819170885943342,0.9782507335432749
20,1.0,1.0,0.9976375490648592
50,1.0,0.9942576458923547,1.0
