,10,25,50,75
2,0.8508464346129154,0.7703711370293801,0.7156670194587286,0.6889902335747013
10,1.0,1.0,0.9929126471945777,0.9957465197427449
20,1.0,0.9942576458923547,1.0,0.9985821732475817
40,1.0,0.9885152917847095,1.0,0.9971372239639018
60,1.0,1.0,1.0,0.9985550507163201
