,10,25,50
2,0.8403893266511686,0.7673748642541393,0.7099933653117889
5,0.9979529807600838,0.9819298489156023,0.9840495454058824
20,1.0,1.0,0.9976375490648592
50,1.0,0.6666666666666666,1.0
