,10,25,50,75
2,0.8548344881880777,0.7721713386489696,0.7244871855706468,0.696190406753449
10,1.0,1.0,0.9931667727523366,0.9926476187116808
20,1.0,1.0,0.9982250168156316,0.9980939405810313
40,1.0,0.9956977921869032,1.0,0.9989319486263375
60,1.0,1.0,1.0,0.9971828062264751
