,10,25,50,75
2,3859.6867625991918,2820.7503789878215,2087.967756388297,1550.9291118714584
10,19889.145465531823,19747.865941271637,21601.049839261454,20932.733329146602
20,39816.74716699697,45934.65947348342,42489.40834772476,42554.02455996984
40,79609.25291818097,120607.42460113962,78100.96451616341,88597.72785651634
60,119458.15402212832,118617.15004309232,117195.14967379993,126012.95877765579
