,10,25,50
2,0.8309892524977862,0.7500859885215339,0.7077384475895202
5,0.8945216882698868,0.8970133293844273,0.9322278380735357
20,0.9799313336224011,0.3161062710103976,0.3055629883613726
50,0.919725334489605,0.6149854796978595,0.0
