,10,25,50
2,0.8367240242862779,0.7692724730855056,0.7153585577525491
5,0.997954046282191,0.9861650969160435,0.9822325078313965
20,1.0,1.0,0.9982388471133015
50,1.0,0.997038698070793,1.0
