,10,25,50
2,0.8467050833771159,0.7692529939093024,0.7139859320749306
5,0.997954046282191,0.9861874215247857,0.986997956308763
20,1.0,1.0,0.9983557109904508
50,1.0,0.6666666666666666,1.0
