,10,25,50
2,0.84651098644886,0.7699645481911989,0.7139982017485021
5,0.997954046282191,0.9818251456809097,0.9852797100633646
20,1.0,1.0,0.9966249786924033
50,1.0,0.6666666666666666,1.0
