,10,25,50,75
2,3859.686762608065,2820.7503789904217,2087.967756389861,1550.9156260089296
10,19889.145465558908,19747.865941282937,21601.049839267733,20932.733329151095
20,39816.747167060035,45934.65947350646,42489.40834773761,42554.02455997851
40,79609.25291830025,120607.4246011881,78100.96451618974,88597.72785653405
60,119458.15402228292,118617.15004316688,117195.14967384047,126012.95877768227
