,10,25,50,75
2,43.333333333333336,16.666666666666664,73.66666666666667,43.0
10,1.0,1.0,4.333333333333334,2.0
20,1.0,2.3333333333333335,1.0,1.3333333333333333
40,1.0,5.333333333333333,1.0,2.0
60,1.0,1.0,1.0,1.0
