,10,25,50
2,0.8464961224959067,0.7709972547151899,0.7141330477478999
5,0.997954046282191,0.9818235034287397,0.985337016392065
20,1.0,1.0,0.9966249786924033
50,1.0,0.6666666666666666,1.0
