,10,25,50
2,0.8385365112218628,0.7581844114427122,0.7129637162551676
5,0.9191296213955622,0.9244418462937926,0.9502917318136332
20,0.984720510228837,0.3208800302673644,0.3140741812060216
50,0.9407311026899738,0.6294317090434063,0.0
