,10,25,50,75
2,0.8491187119087927,0.76600599412562,0.717532118912047,0.6962552963021664
10,1.0,1.0,0.990550196259437,0.9901008784195597
20,1.0,1.0,1.0,0.9971101014326404
40,1.0,0.9942576458923547,1.0,0.9999999999999998
60,1.0,1.0,1.0,0.9971636180727765
