,10,25,50,75
2,0.8553731093039906,0.7719978248003289,0.722929553929493,0.7000298961786351
10,1.0,1.0,0.9931667727523366,0.9926476187116808
20,1.0,1.0,1.0,0.9979420465288619
40,1.0,0.9956977921869032,1.0,1.0
60,1.0,1.0,1.0,0.9981641116803093
