,10,25,50
2,0.84019552017384,0.7673780338697673,0.7107309094649789
5,0.9979529807600838,0.976187494807957,0.9817956582950151
20,1.0,1.0,0.9952750981297185
50,1.0,0.6666666666666666,1.0
