,10,25,50,75
2,0.8426798685777581,0.7761038250518174,0.7206314565994137,0.6972388294459618
10,1.0,1.0,0.9948811650733063,0.994920335543033
20,1.0,0.9957270306007793,0.9983141717693966,0.999018694546166
40,1.0,0.9916496026913886,1.0,0.9980233492567567
60,1.0,1.0,0.9982781465672275,0.9989779775335785
