,10,25,50
2,0.8463574522241575,0.7666143120534614,0.7189580991815923
5,0.9452935791109276,0.9537762438317439,0.9690063629745362
20,0.9896583937068733,0.9924897955284924,0.9898460616884817
50,0.9627946595429253,0.9778606583654372,1.0
