,10,25,50
2,0.8463947985453548,0.7662858921547732,0.7184585303812705
5,0.9453034224399322,0.9538540465332992,0.9690849568812218
20,0.9896583937068733,0.9924668512932318,0.989739769825406
50,0.9629263236604892,0.977924022286226,1.0
