,10,25,50
2,0.8365637057222713,0.7701396670162105,0.7149737372733566
5,0.997954046282191,0.9861810647776967,0.9822171495729819
20,1.0,1.0,0.9982311447819403
50,1.0,0.9957448189431959,1.0
