,10,25,50,75
2,0.8555113783957542,0.7779148658689123,0.7244923928657508,0.7020461075196903
10,1.0,1.0,0.9968575490087208,0.9969384599083781
20,1.0,0.9972096563300845,0.9989935666582568,0.9994563655456516
40,1.0,0.994814220289097,1.0,0.9989119261340296
60,1.0,1.0,0.998921228644452,0.9994019836011108
